Invoice,Chk/Ref,Type,Order,Customer,Amount,Date,Due Date,Paid Date
154321,0,Invoices,S035518,Cust12,"9,955.60",3/11/2013,4/10/2013,3/25/2013
154385,0,Invoices,S035625,Cust12,"4,548.30",3/18/2013,4/17/2013,3/28/2013
154386,0,Invoices,S035567,Cust12,"4,272.40",3/18/2013,4/17/2013,3/28/2013
154387,0,Invoices,S035534,Cust12,"2,831.04",3/18/2013,4/17/2013,3/28/2013
154475,0,Invoices,S035568,Cust12,"1,406.40",3/25/2013,4/24/2013,4/8/2013
154476,0,Invoices,S035569,Cust12,"2,455.68",3/25/2013,4/24/2013,4/8/2013
154477,0,Invoices,S035624,Cust12,"10,962.00",3/25/2013,4/24/2013,4/8/2013
154478,0,Invoices,S035625,Cust12,"3,843.60",3/25/2013,4/24/2013,4/8/2013
154552,0,Invoices,S035687,Cust12,"4,399.80",4/1/2013,5/1/2013,4/12/2013
154553,0,Invoices,S035686,Cust12,"18,369.00",4/1/2013,5/1/2013,4/12/2013
154554,0,Invoices,S035770,Cust12,397.66,4/1/2013,5/1/2013,4/12/2013
154628,0,Invoices,S035758,Cust12,"5,808.40",4/8/2013,5/8/2013,4/19/2013
154629,0,Invoices,S035759,Cust12,"2,916.00",4/8/2013,5/8/2013,4/19/2013
154630,0,Invoices,S035760,Cust12,"1,678.80",4/8/2013,5/8/2013,4/19/2013
154709,0,Invoices,S035844,Cust12,"1,416.84",4/15/2013,5/15/2013,4/30/2013
154710,0,Invoices,S035808,Cust12,"16,726.80",4/15/2013,5/15/2013,4/30/2013
154711,0,Invoices,S035809,Cust12,"4,548.30",4/15/2013,5/15/2013,4/30/2013
154800,0,Invoices,S035892,Cust12,375.28,4/19/2013,5/19/2013,4/30/2013
154801,0,Invoices,S035810,Cust12,"2,359.88",4/19/2013,5/19/2013,5/9/2013
154802,0,Invoices,S035811,Cust12,"1,733.10",4/22/2013,5/22/2013,5/9/2013
154803,0,Invoices,S035812,Cust12,"2,455.68",4/22/2013,5/22/2013,5/9/2013
154804,0,Invoices,S035867,Cust12,"4,005.60",4/22/2013,5/22/2013,5/9/2013
154805,0,Invoices,S035868,Cust12,"8,318.20",4/22/2013,5/22/2013,5/9/2013
154806,0,Invoices,S035920,Cust12,"4,548.30",4/22/2013,5/22/2013,5/9/2013
154896,0,Invoices,S035919,Cust12,"5,574.60",4/29/2013,5/29/2013,5/8/2013
154897,0,Invoices,S035991,Cust12,"1,811.10",4/29/2013,5/29/2013,5/8/2013
146112,0,Invoices,S030093,Cust2,"5,972.25",5/12/2011,6/11/2011,6/29/2011
146336,0,Invoices,S030204,Cust2,"3,981.50",6/2/2011,7/2/2011,6/29/2011
146425,0,Invoices,S030273,Cust2,"2,180.51",6/10/2011,7/10/2011,6/29/2011
146429,0,Invoices,S030118,Cust2,"13,014.00",6/10/2011,7/10/2011,6/29/2011
146506,0,Invoices,S030211,Cust2,"7,125.00",6/16/2011,7/16/2011,6/29/2011
146580,0,Invoices,S030390,Cust2,"4,777.80",6/24/2011,7/24/2011,8/4/2011
146669,0,Invoices,S030348,Cust2,"33,478.00",6/30/2011,7/30/2011,8/24/2011
146703,0,Invoices,S030349,Cust2,"9,861.00",7/1/2011,7/31/2011,8/4/2011
146746,0,Invoices,S030510,Cust2,"2,388.90",7/7/2011,8/6/2011,8/4/2011
146800,0,Invoices,S030348,Cust2,"44,389.91",7/12/2011,8/11/2011,9/7/2011
146930,0,Invoices,S030515,Cust2,"11,593.00",7/22/2011,8/21/2011,9/21/2011
147129,0,Invoices,S030615,Cust2,"13,016.00",8/4/2011,9/3/2011,9/28/2011
148419,0,Invoices,S031552,Cust2,"32,952.00",11/10/2011,12/10/2011,1/19/2012
148468,0,Invoices,S031609,Cust2,"10,927.00",11/16/2011,12/16/2011,1/19/2012
148649,0,Invoices,S031677,Cust2,"10,912.00",12/2/2011,1/1/2012,1/25/2012
148801,0,Invoices,S031759,Cust2,"2,804.02",12/15/2011,1/14/2012,1/25/2012
148835,0,Invoices,S031769,Cust2,"31,665.00",12/19/2011,1/18/2012,1/25/2012
148908,0,Invoices,S031871,Cust2,"12,458.00",12/22/2011,1/21/2012,2/8/2012
151516,0,Invoices,S033601,Cust2,"20,850.00",7/17/2012,8/16/2012,9/24/2012
151517,0,Invoices,S033671,Cust2,"2,285.00",7/17/2012,8/16/2012,9/24/2012
151639,0,Invoices,S033601,Cust2,"14,543.00",7/26/2012,8/25/2012,9/24/2012
152262,0,Invoices,S034095,Cust2,"37,765.00",9/12/2012,10/12/2012,11/13/2012
152321,0,Invoices,S034140,Cust2,"12,003.00",9/18/2012,10/18/2012,11/21/2012
152390,0,Invoices,S033910,Cust2,207.56,9/25/2012,10/25/2012,10/17/2012
152503,0,Invoices,S034220,Cust2,"25,424.00",10/3/2012,11/2/2012,12/5/2012
152613,0,Invoices,S034282,Cust2,"4,192.00",10/11/2012,11/10/2012,12/5/2012
152614,0,Invoices,S034220,Cust2,"19,176.00",10/11/2012,11/10/2012,12/5/2012
152740,0,Invoices,S034499,Cust2,"4,494.95",10/19/2012,11/18/2012,12/5/2012
152853,0,Invoices,S034426,Cust2,"19,477.00",10/31/2012,11/30/2012,1/10/2013
152854,0,Invoices,S034318,Cust2,"5,906.00",10/31/2012,11/30/2012,1/10/2013
152939,0,Invoices,S034442,Cust2,"4,342.00",11/7/2012,12/7/2012,1/10/2013
153511,0,Invoices,S034890,Cust2,"6,477.00",12/26/2012,1/25/2013,3/7/2013
154232,0,Invoices,S035452,Cust2,"4,201.00",2/28/2013,3/30/2013,4/5/2013
154234,0,Invoices,S035466,Cust2,"15,402.00",2/28/2013,3/30/2013,5/2/2013
154309,0,Invoices,S035563,Cust2,"2,260.30",3/8/2013,4/7/2013,5/2/2013
154427,0,Invoices,S035545,Cust2,"4,790.00",3/20/2013,4/19/2013,5/7/2013
154504,0,Invoices,S035575,Cust2,"57,802.34",3/28/2013,4/27/2013,5/9/2013
154505,0,Invoices,S035578,Cust2,"6,294.00",3/28/2013,4/27/2013,5/9/2013
154509,0,Invoices,S035517,Cust2,"55,066.00",3/28/2013,4/27/2013,
154686,0,Invoices,S035699,Cust2,"1,282.00",4/11/2013,5/11/2013,5/2/2013
154687,0,Invoices,S035692,Cust2,"24,847.64",4/11/2013,5/11/2013,
154699,0,Invoices,S035839,Cust2,"2,674.00",4/12/2013,5/12/2013,
154927,0,Invoices,S035834,Cust2,"3,719.00",4/30/2013,5/30/2013,
145081,0,Invoices,S029441,Cust3,225.00,3/1/2011,3/31/2011,5/16/2011
145130,0,Invoices,C005275,Cust3,"1,306.00",3/4/2011,4/3/2011,5/16/2011
145131,0,Invoices,C005327,Cust3,936.00,3/4/2011,4/3/2011,5/16/2011
145132,0,Invoices,S029207,Cust3,236.00,3/4/2011,4/3/2011,5/16/2011
145133,0,Invoices,S029292,Cust3,510.00,3/4/2011,4/3/2011,5/16/2011
145182,0,Invoices,C005297,Cust3,"1,919.00",3/8/2011,4/7/2011,5/16/2011
145183,0,Invoices,C005320,Cust3,403.00,3/8/2011,4/7/2011,5/16/2011
145184,0,Invoices,C005321,Cust3,"3,514.00",3/8/2011,4/7/2011,5/16/2011
145194,0,Invoices,C005354,Cust3,"2,915.00",3/9/2011,4/8/2011,5/16/2011
145211,0,Invoices,S029567,Cust3,36.00,3/9/2011,4/8/2011,5/16/2011
145226,0,Invoices,C005331,Cust3,993.00,3/10/2011,4/9/2011,5/16/2011
145241,0,Invoices,C005292,Cust3,267.00,3/11/2011,4/10/2011,5/16/2011
145242,0,Invoices,C005338,Cust3,50.00,3/11/2011,4/10/2011,5/16/2011
145333,0,Invoices,C005339,Cust3,"6,660.00",3/18/2011,4/17/2011,5/16/2011
145375,0,Invoices,C005302,Cust3,223.00,3/22/2011,4/21/2011,5/31/2011
145376,0,Invoices,C005365,Cust3,323.50,3/22/2011,4/21/2011,5/31/2011
145390,0,Invoices,S029673,Cust3,135.00,3/22/2011,4/21/2011,5/31/2011
145433,0,Invoices,C005394,Cust3,727.00,3/24/2011,4/23/2011,5/31/2011
145442,0,Invoices,C005313,Cust3,"4,046.00",3/25/2011,4/24/2011,5/31/2011
145443,0,Invoices,C005364,Cust3,642.00,3/25/2011,4/24/2011,5/31/2011
145471,0,Invoices,C005391,Cust3,51.50,3/28/2011,4/27/2011,5/31/2011
145485,0,Invoices,C005385,Cust3,245.00,3/29/2011,4/28/2011,5/31/2011
145503,0,Invoices,S029463,Cust3,645.00,3/30/2011,4/29/2011,5/31/2011
145538,0,Invoices,C005377,Cust3,"13,003.00",3/31/2011,4/30/2011,5/31/2011
145550,0,Invoices,,Cust3,100.00,3/31/2011,3/31/2011,5/31/2011
145562,0,Invoices,C005368,Cust3,"4,375.00",4/1/2011,5/1/2011,6/17/2011
145563,0,Invoices,C005401,Cust3,"2,160.00",4/1/2011,5/1/2011,6/17/2011
145591,0,Invoices,C005374,Cust3,537.00,4/6/2011,5/6/2011,6/17/2011
145633,0,Invoices,C005409,Cust3,890.00,4/8/2011,5/8/2011,6/17/2011
145672,0,Invoices,C005407,Cust3,"2,631.00",4/12/2011,5/12/2011,6/17/2011
145675,0,Invoices,S029662,Cust3,420.00,4/12/2011,5/12/2011,6/17/2011
145696,0,Invoices,C005402,Cust3,"1,929.00",4/13/2011,5/13/2011,5/31/2011
145802,0,Invoices,C005415,Cust3,757.00,4/20/2011,5/20/2011,6/17/2011
145853,0,Invoices,C005488,Cust3,50.00,4/25/2011,5/25/2011,6/17/2011
145901,0,Invoices,C005413,Cust3,"10,525.00",4/28/2011,5/28/2011,6/30/2011
145930,0,Invoices,,Cust3,306.25,4/30/2011,4/30/2011,6/30/2011
145932,0,Invoices,,Cust3,100.00,4/30/2011,4/30/2011,6/30/2011
145933,0,Invoices,C005464,Cust3,593.00,4/29/2011,5/29/2011,6/30/2011
145960,0,Invoices,C005395,Cust3,"3,935.00",5/2/2011,6/1/2011,6/30/2011
145961,0,Invoices,C005448,Cust3,"1,887.00",5/2/2011,6/1/2011,6/30/2011
145962,0,Invoices,C005461,Cust3,"2,000.00",5/2/2011,6/1/2011,6/30/2011
145973,0,Invoices,S030042,Cust3,70.00,5/3/2011,6/2/2011,6/30/2011
145980,0,Invoices,C005450,Cust3,368.00,5/4/2011,6/3/2011,6/30/2011
146044,0,Invoices,C005359,Cust3,"6,025.00",5/9/2011,6/8/2011,7/5/2011
146053,0,Invoices,C005237,Cust3,"2,924.00",5/10/2011,6/9/2011,7/5/2011
146075,0,Invoices,C005497,Cust3,980.00,5/11/2011,6/10/2011,7/5/2011
146116,0,Invoices,C005482,Cust3,"1,056.00",5/12/2011,6/11/2011,7/25/2011
146122,0,Invoices,S030165,Cust3,50.00,5/12/2011,6/11/2011,7/25/2011
146126,0,Invoices,C005502,Cust3,615.00,5/13/2011,6/12/2011,7/25/2011
146127,0,Invoices,c005515,Cust3,"1,624.00",5/13/2011,6/12/2011,7/25/2011
146142,0,Invoices,C005540,Cust3,50.00,5/16/2011,6/15/2011,7/25/2011
146190,0,Invoices,C005517,Cust3,198.50,5/19/2011,6/18/2011,7/25/2011
146198,0,Invoices,C005527,Cust3,50.00,5/20/2011,6/19/2011,7/25/2011
146229,0,Invoices,S030235,Cust3,113.00,5/24/2011,6/23/2011,7/25/2011
146241,0,Invoices,C005530,Cust3,799.00,5/25/2011,6/24/2011,7/25/2011
146264,0,Invoices,C005446,Cust3,"1,884.00",5/27/2011,6/26/2011,7/25/2011
146265,0,Invoices,C005473,Cust3,"1,580.50",5/27/2011,6/26/2011,7/25/2011
146288,0,Invoices,C005501,Cust3,"3,416.00",5/31/2011,6/30/2011,7/25/2011
146296,0,Invoices,S030272,Cust3,82.00,5/31/2011,6/30/2011,7/25/2011
146305,0,Invoices,,Cust3,100.00,5/31/2011,5/31/2011,7/25/2011
146427,0,Invoices,S030369,Cust3,50.00,6/10/2011,7/10/2011,8/12/2011
146445,0,Invoices,C005491,Cust3,"9,528.00",6/13/2011,7/13/2011,8/12/2011
146446,0,Invoices,C005537,Cust3,"5,052.00",6/13/2011,7/13/2011,8/12/2011
146457,0,Invoices,C005472,Cust3,800.00,6/14/2011,7/14/2011,8/12/2011
146458,0,Invoices,C005552,Cust3,615.00,6/14/2011,7/14/2011,8/12/2011
146473,0,Invoices,C005487,Cust3,"2,754.00",6/15/2011,7/15/2011,8/12/2011
146477,0,Invoices,S030313,Cust3,121.00,6/15/2011,7/15/2011,8/12/2011
146478,0,Invoices,S030370,Cust3,92.00,6/15/2011,7/15/2011,8/12/2011
146512,0,Invoices,C005455,Cust3,91.00,6/17/2011,7/17/2011,8/12/2011
146530,0,Invoices,C005539,Cust3,"1,132.00",6/20/2011,7/20/2011,8/12/2011
146531,0,Invoices,C005541,Cust3,159.50,6/20/2011,7/20/2011,8/12/2011
146532,0,Invoices,C005575,Cust3,700.00,6/20/2011,7/20/2011,8/12/2011
146540,0,Invoices,S030436,Cust3,50.00,6/20/2011,7/20/2011,8/12/2011
146651,0,Invoices,S030418,Cust3,155.00,6/29/2011,7/29/2011,9/2/2011
146653,0,Invoices,S030542,Cust3,85.00,6/29/2011,7/29/2011,9/2/2011
146666,0,Invoices,C005571,Cust3,"14,100.00",6/30/2011,7/30/2011,9/2/2011
146674,0,Invoices,C005484,Cust3,"4,509.00",6/30/2011,7/30/2011,9/2/2011
146690,0,Invoices,,Cust3,100.00,6/30/2011,6/30/2011,9/2/2011
146692,0,Invoices,,Cust3,"1,406.25",6/30/2011,6/30/2011,9/2/2011
146696,0,Invoices,C005677,Cust3,100.00,7/1/2011,7/31/2011,9/15/2011
146706,0,Invoices,C005581,Cust3,443.00,7/5/2011,8/4/2011,9/15/2011
146707,0,Invoices,C005593,Cust3,561.00,7/5/2011,8/4/2011,9/15/2011
146708,0,Invoices,C005595,Cust3,"10,830.00",7/5/2011,8/4/2011,9/15/2011
146720,0,Invoices,C005577,Cust3,507.00,7/6/2011,8/5/2011,9/15/2011
146721,0,Invoices,C005580,Cust3,637.00,7/6/2011,8/5/2011,9/15/2011
146722,0,Invoices,C005590,Cust3,123.50,7/6/2011,8/5/2011,9/15/2011
146752,0,Invoices,C005604,Cust3,631.00,7/8/2011,8/7/2011,9/15/2011
146764,0,Invoices,C005551,Cust3,415.00,7/11/2011,8/10/2011,9/15/2011
146765,0,Invoices,C005594,Cust3,"4,403.00",7/11/2011,8/10/2011,9/15/2011
146766,0,Invoices,C005608,Cust3,633.00,7/11/2011,8/10/2011,9/15/2011
146848,0,Invoices,C005636,Cust3,847.00,7/18/2011,8/17/2011,9/15/2011
146870,0,Invoices,S030558,Cust3,50.00,7/19/2011,8/18/2011,9/15/2011
146943,0,Invoices,C005647,Cust3,536.00,7/25/2011,8/24/2011,9/27/2011
146952,0,Invoices,S030762,Cust3,208.00,7/25/2011,8/24/2011,9/27/2011
146962,0,Invoices,C005583,Cust3,"1,763.00",7/26/2011,8/25/2011,9/27/2011
146993,0,Invoices,,Cust3,100.00,7/28/2011,7/28/2011,9/27/2011
146994,0,Invoices,,Cust3,206.25,7/28/2011,7/28/2011,9/27/2011
146995,0,Invoices,,Cust3,306.25,7/28/2011,7/28/2011,9/27/2011
147007,0,Invoices,C005589,Cust3,"6,190.00",7/28/2011,8/27/2011,9/27/2011
147008,0,Invoices,C005679,Cust3,80.00,7/28/2011,8/27/2011,9/27/2011
147022,0,Invoices,C005698,Cust3,964.50,7/29/2011,8/28/2011,9/27/2011
147067,0,Invoices,C005602,Cust3,"11,776.00",8/1/2011,8/31/2011,10/6/2011
147108,0,Invoices,C005628,Cust3,"1,284.00",8/4/2011,9/3/2011,10/6/2011
147173,0,Invoices,C005668,Cust3,"2,937.00",8/8/2011,9/7/2011,10/6/2011
147174,0,Invoices,C005670,Cust3,770.00,8/8/2011,9/7/2011,10/6/2011
147184,0,Invoices,C005618,Cust3,184.50,8/9/2011,9/8/2011,10/6/2011
147185,0,Invoices,C005685,Cust3,"10,119.00",8/9/2011,9/8/2011,10/6/2011
147186,0,Invoices,C005695,Cust3,113.00,8/9/2011,9/8/2011,10/6/2011
147187,0,Invoices,C005714,Cust3,97.00,8/9/2011,9/8/2011,10/6/2011
147203,0,Invoices,C005610,Cust3,"2,148.00",8/10/2011,9/9/2011,10/24/2011
147204,0,Invoices,C005642,Cust3,"6,724.00",8/10/2011,9/9/2011,10/24/2011
147205,0,Invoices,C005646,Cust3,"1,107.00",8/10/2011,9/9/2011,10/24/2011
147208,0,Invoices,S030599,Cust3,"1,107.00",8/10/2011,9/9/2011,10/24/2011
147209,0,Invoices,S030600,Cust3,"1,107.00",8/10/2011,9/9/2011,10/24/2011
147225,0,Invoices,C005712,Cust3,80.00,8/11/2011,9/10/2011,10/24/2011
147226,0,Invoices,c005742,Cust3,113.00,8/11/2011,9/10/2011,10/24/2011
147227,0,Invoices,C005766,Cust3,50.00,8/11/2011,9/10/2011,10/24/2011
147230,0,Invoices,S030891,Cust3,36.00,8/11/2011,9/10/2011,10/24/2011
147244,0,Invoices,C005548,Cust3,"1,466.00",8/12/2011,9/11/2011,10/24/2011
147259,0,Invoices,C005568,Cust3,"4,022.00",8/15/2011,9/14/2011,10/24/2011
147260,0,Invoices,C005656,Cust3,"1,047.00",8/15/2011,9/14/2011,10/24/2011
147261,0,Invoices,C005686,Cust3,882.00,8/15/2011,9/14/2011,10/24/2011
147262,0,Invoices,C005701,Cust3,"1,283.00",8/15/2011,9/14/2011,10/24/2011
147263,0,Invoices,C005704,Cust3,637.00,8/15/2011,9/14/2011,10/24/2011
147328,0,Invoices,C005682,Cust3,316.00,8/19/2011,9/18/2011,10/24/2011
147377,0,Invoices,C005691,Cust3,"5,055.00",8/23/2011,9/22/2011,10/24/2011
147378,0,Invoices,C005700,Cust3,"2,220.00",8/23/2011,9/22/2011,10/24/2011
147395,0,Invoices,C005718,Cust3,847.00,8/24/2011,9/23/2011,11/4/2011
147407,0,Invoices,C005644,Cust3,"6,711.00",8/25/2011,9/24/2011,11/4/2011
147426,0,Invoices,C005681,Cust3,895.00,8/26/2011,9/25/2011,11/4/2011
147427,0,Invoices,C005721,Cust3,840.00,8/26/2011,9/25/2011,11/4/2011
147428,0,Invoices,C005743,Cust3,103.50,8/26/2011,9/25/2011,11/4/2011
147487,0,Invoices,S031053,Cust3,86.00,8/29/2011,9/28/2011,10/24/2011
147488,0,Invoices,S031054,Cust3,52.00,8/29/2011,9/28/2011,11/4/2011
147511,0,Invoices,S031058,Cust3,50.00,8/31/2011,9/30/2011,11/4/2011
147522,0,Invoices,,Cust3,100.00,8/31/2011,8/31/2011,12/7/2011
147524,0,Invoices,,Cust3,450.00,9/1/2011,9/1/2011,12/7/2011
147547,0,Invoices,S031008,Cust3,446.00,9/2/2011,10/2/2011,11/4/2011
147614,0,Invoices,C005770,Cust3,745.00,9/12/2011,10/12/2011,11/4/2011
147623,0,Invoices,S031071,Cust3,80.00,9/12/2011,10/12/2011,11/4/2011
147625,0,Invoices,S031076,Cust3,123.00,9/12/2011,10/12/2011,11/4/2011
147642,0,Invoices,S031043,Cust3,"1,650.00",9/13/2011,10/13/2011,11/4/2011
147644,0,Invoices,S031122,Cust3,50.00,9/13/2011,10/13/2011,11/4/2011
147655,0,Invoices,C005726,Cust3,"1,322.00",9/14/2011,10/14/2011,11/4/2011
147656,0,Invoices,C005731,Cust3,"2,062.00",9/14/2011,10/14/2011,11/4/2011
147657,0,Invoices,C005732,Cust3,"3,474.00",9/14/2011,10/14/2011,11/4/2011
147658,0,Invoices,C005751,Cust3,"1,358.00",9/14/2011,10/14/2011,11/4/2011
147670,0,Invoices,S031143,Cust3,201.50,9/14/2011,10/14/2011,11/4/2011
147671,0,Invoices,S031144,Cust3,50.00,9/14/2011,10/14/2011,11/4/2011
147688,0,Invoices,C005694,Cust3,"6,120.00",9/15/2011,10/15/2011,11/23/2011
147689,0,Invoices,C005737,Cust3,"1,893.00",9/15/2011,10/15/2011,11/23/2011
147690,0,Invoices,C005744,Cust3,"1,816.00",9/15/2011,10/15/2011,11/23/2011
147691,0,Invoices,C005778,Cust3,387.00,9/15/2011,10/15/2011,11/23/2011
147697,0,Invoices,C005747,Cust3,"1,614.00",9/15/2011,10/15/2011,11/23/2011
147724,0,Invoices,C005655,Cust3,"3,138.00",9/19/2011,10/19/2011,11/23/2011
147725,0,Invoices,C005727,Cust3,"1,090.00",9/19/2011,10/19/2011,11/23/2011
147759,0,Invoices,C005662,Cust3,"2,000.00",9/21/2011,10/21/2011,11/23/2011
147760,0,Invoices,C005755,Cust3,"1,568.00",9/21/2011,10/21/2011,11/23/2011
147761,0,Invoices,C005760,Cust3,"2,521.00",9/21/2011,10/21/2011,11/23/2011
147771,0,Invoices,S031055,Cust3,674.00,9/21/2011,10/21/2011,11/23/2011
147788,0,Invoices,C005738,Cust3,441.00,9/22/2011,10/22/2011,12/7/2011
147808,0,Invoices,C005707,Cust3,"7,385.00",9/23/2011,10/23/2011,12/7/2011
147809,0,Invoices,S030999,Cust3,588.00,9/23/2011,10/23/2011,12/7/2011
147810,0,Invoices,S031056,Cust3,"2,260.00",9/23/2011,10/23/2011,12/7/2011
147813,0,Invoices,C005761,Cust3,"7,803.00",9/23/2011,10/23/2011,12/7/2011
147833,0,Invoices,C005761,Cust3,"9,329.00",9/27/2011,10/27/2011,12/7/2011
147847,0,Invoices,S031321,Cust3,50.00,9/27/2011,10/27/2011,12/7/2011
147859,0,Invoices,S030987,Cust3,789.00,9/28/2011,10/28/2011,12/7/2011
147860,0,Invoices,S031022,Cust3,749.00,9/28/2011,10/28/2011,12/7/2011
147861,0,Invoices,S031035,Cust3,673.00,9/28/2011,10/28/2011,12/7/2011
147865,0,Invoices,S031138,Cust3,"2,630.00",9/28/2011,10/28/2011,12/7/2011
147886,0,Invoices,,Cust3,100.00,9/30/2011,9/30/2011,12/7/2011
147895,0,Invoices,S031023,Cust3,"8,205.00",9/30/2011,10/30/2011,12/7/2011
147905,0,Invoices,S031367,Cust3,200.00,9/30/2011,10/30/2011,12/7/2011
147906,0,Invoices,,Cust3,75.00,9/30/2011,9/30/2011,12/7/2011
147911,0,Invoices,S031037,Cust3,610.00,10/3/2011,11/2/2011,12/7/2011
147925,0,Invoices,S031062,Cust3,616.00,10/4/2011,11/3/2011,12/7/2011
147928,0,Invoices,S031162,Cust3,"1,723.00",10/4/2011,11/3/2011,12/7/2011
147984,0,Invoices,S031027,Cust3,"2,171.00",10/7/2011,11/6/2011,1/9/2012
147985,0,Invoices,S031105,Cust3,"1,193.00",10/7/2011,11/6/2011,1/9/2012
147986,0,Invoices,S031188,Cust3,340.00,10/7/2011,11/6/2011,1/9/2012
147989,0,Invoices,S031366,Cust3,116.00,10/7/2011,11/6/2011,1/9/2012
148005,0,Invoices,S031186,Cust3,"1,358.00",10/11/2011,11/10/2011,1/9/2012
148006,0,Invoices,S031219,Cust3,645.00,10/11/2011,11/10/2011,1/9/2012
148009,0,Invoices,S031237,Cust3,372.00,10/11/2011,11/10/2011,1/9/2012
148041,0,Invoices,S031187,Cust3,"1,358.00",10/13/2011,11/12/2011,1/9/2012
148064,0,Invoices,S031262,Cust3,560.00,10/14/2011,11/13/2011,1/9/2012
148088,0,Invoices,S031401,Cust3,130.00,10/17/2011,11/16/2011,1/9/2012
148111,0,Invoices,S031275,Cust3,426.00,10/19/2011,11/18/2011,1/9/2012
148112,0,Invoices,S031327,Cust3,"5,085.00",10/19/2011,11/18/2011,3/5/2012
148125,0,Invoices,S031091,Cust3,441.00,10/20/2011,11/19/2011,3/5/2012
148126,0,Invoices,S031243,Cust3,941.00,10/20/2011,11/19/2011,3/5/2012
148132,0,Invoices,S031455,Cust3,183.00,10/20/2011,11/19/2011,4/9/2012
148150,0,Invoices,S031185,Cust3,542.00,10/21/2011,11/20/2011,1/9/2012
148157,0,Invoices,S031272,Cust3,561.50,10/21/2011,11/20/2011,1/9/2012
148159,0,Invoices,S031324,Cust3,895.00,10/21/2011,11/20/2011,1/9/2012
148164,0,Invoices,S031456,Cust3,249.50,10/21/2011,11/20/2011,1/9/2012
148198,0,Invoices,S031110,Cust3,"11,314.00",10/25/2011,11/24/2011,1/9/2012
148215,0,Invoices,S031293,Cust3,531.00,10/26/2011,11/25/2011,1/9/2012
148216,0,Invoices,S031305,Cust3,595.00,10/26/2011,11/25/2011,1/9/2012
148217,0,Invoices,S031306,Cust3,402.00,10/26/2011,11/25/2011,1/9/2012
148242,0,Invoices,S031328,Cust3,"2,900.00",10/27/2011,11/26/2011,1/9/2012
148243,0,Invoices,S031369,Cust3,"2,636.00",10/27/2011,11/26/2011,1/9/2012
148250,0,Invoices,S031481,Cust3,492.50,10/27/2011,11/26/2011,1/9/2012
148251,0,Invoices,S031498,Cust3,403.50,10/27/2011,11/26/2011,1/9/2012
148252,0,Invoices,S031560,Cust3,36.00,10/27/2011,11/26/2011,1/9/2012
148262,0,Invoices,S031160,Cust3,"11,314.00",10/28/2011,11/27/2011,1/9/2012
148273,0,Invoices,S031370,Cust3,719.00,10/31/2011,11/30/2011,1/9/2012
148286,0,Invoices,S031484,Cust3,"1,113.00",10/31/2011,11/30/2011,1/9/2012
148287,0,Invoices,,Cust3,100.00,10/31/2011,10/31/2011,1/9/2012
148288,0,Invoices,,Cust3,306.25,10/31/2011,10/31/2011,1/9/2012
148289,0,Invoices,,Cust3,150.00,10/31/2011,10/31/2011,1/9/2012
148300,0,Invoices,S031318,Cust3,882.00,11/1/2011,12/1/2011,1/9/2012
148301,0,Invoices,S031338,Cust3,795.00,11/1/2011,12/1/2011,1/9/2012
148319,0,Invoices,S031504,Cust3,847.00,11/2/2011,12/2/2011,1/9/2012
148336,0,Invoices,S031326,Cust3,840.00,11/3/2011,12/3/2011,1/9/2012
148348,0,Invoices,S031376,Cust3,"4,557.00",11/4/2011,12/4/2011,1/9/2012
148368,0,Invoices,S031399,Cust3,373.00,11/7/2011,12/7/2011,1/9/2012
148410,0,Invoices,S031423,Cust3,"7,225.00",11/10/2011,12/10/2011,1/9/2012
148412,0,Invoices,S031469,Cust3,"2,655.00",11/10/2011,12/10/2011,1/9/2012
148413,0,Invoices,S031482,Cust3,959.00,11/10/2011,12/10/2011,1/9/2012
148415,0,Invoices,S031494,Cust3,561.00,11/10/2011,12/10/2011,1/9/2012
148416,0,Invoices,S031584,Cust3,683.00,11/10/2011,12/10/2011,1/9/2012
148417,0,Invoices,S031643,Cust3,140.00,11/10/2011,12/10/2011,1/9/2012
148430,0,Invoices,S031625,Cust3,130.00,11/11/2011,12/11/2011,1/9/2012
148451,0,Invoices,S031468,Cust3,"2,655.00",11/15/2011,12/15/2011,1/9/2012
148452,0,Invoices,S031470,Cust3,"2,601.00",11/15/2011,12/15/2011,3/5/2012
148459,0,Invoices,S031430,Cust3,345.50,11/16/2011,12/16/2011,1/9/2012
148462,0,Invoices,S031652,Cust3,789.00,11/16/2011,12/16/2011,1/9/2012
148503,0,Invoices,S031647,Cust3,"2,897.00",11/18/2011,12/18/2011,1/25/2012
148505,0,Invoices,S031703,Cust3,661.00,11/18/2011,12/18/2011,1/25/2012
148527,0,Invoices,S031283,Cust3,795.00,11/22/2011,12/22/2011,1/25/2012
148533,0,Invoices,S031559,Cust3,"3,294.00",11/22/2011,12/22/2011,1/25/2012
148535,0,Invoices,S031620,Cust3,"1,748.00",11/22/2011,12/22/2011,1/25/2012
148536,0,Invoices,S031628,Cust3,508.00,11/22/2011,12/22/2011,1/25/2012
148556,0,Invoices,S031746,Cust3,108.93,11/23/2011,12/23/2011,2/8/2012
148558,0,Invoices,S031658,Cust3,719.00,11/23/2011,12/23/2011,1/25/2012
148568,0,Invoices,S031585,Cust3,440.00,11/28/2011,12/28/2011,2/8/2012
148570,0,Invoices,S031604,Cust3,437.00,11/28/2011,12/28/2011,2/8/2012
